statename,statecode,geozone,lganame,lgacode,lgaamapcode,wardname,wardcode,settlementtype,settlementname,settlementobjectid,totalfeatures,campaign_id,campaignlabel,settlement_adjusted_pop,settlement_non_adjusted_pop,Population of visited denominators (adjusted),Population of visited denominators (unadjusted),Visited Denominators,E-Tally Coverage %,E-Tally Coverage % Rounded,E-Tally population,In E-Tally Targetted Ward
Jigawa,JI,NWZ,Dutse,18012,NIE JIS DUT,Limawa,JI0609,SSA,Marabisawa,SSA_JI0609_43471,1,72,Jan 2016 IPD,48.99391477,38.2934465557336,48.99391477,38.2934465557336,1,100,100%,67,Yes
Jigawa,JI,NWZ,Dutse,18012,NIE JIS DUT,Limawa,JI0609,SSA,Raju,SSA_JI0609_64965,1,72,Jan 2016 IPD,71.13068936,54.8696194887161,71.13068936,54.8696194887161,1,100,100%,47,Yes
Jigawa,JI,NWZ,Dutse,18012,NIE JIS DUT,Limawa,JI0609,SSA,Yina Cikin Gari,SSA_JI0609_96039,1,72,Jan 2016 IPD,76.18023628,67.4239773750306,76.18023628,67.4239773750306,1,100,100%,49,Yes
Jigawa,JI,NWZ,Hadejia,18011,NIE JIS HJA,Gagulmari,JI1303,BUA,Gagulmari,BUA_JI1303_10862,88,72,Jan 2016 IPD,2023.62746017,2136.90814883542,48.48803939,54.0078357458115,2,2.27272727272727,0-19%,6,No
Jigawa,JI,NWZ,Hadejia,18011,NIE JIS HJA,Kasuwar Kofa,JI1304,BUA,Baderi,BUA_JI1304_10864,43,72,Jan 2016 IPD,1260.78178,1444.26196396351,58.54021094,67.2240810394287,2,4.65116279069767,0-19%,10,No
Jigawa,JI,NWZ,Hadejia,18011,NIE JIS HJA,Majema,JI1306,BUA,Majema,BUA_JI1306_10866,64,72,Jan 2016 IPD,1664.19262561,1756.28677644581,1364.55880848,1338.55570995808,46,71.875,60-79%,645,Yes
Jigawa,JI,NWZ,Hadejia,18011,NIE JIS HJA,Rumfa,JI1308,BUA,Durumin Gamma,BUA_JI1308_10872,53,72,Jan 2016 IPD,1559.60381769,1649.23821634054,1491.78442868,1535.44089120626,50,94.3396226415094,80-99%,1472,Yes
Jigawa,JI,NWZ,Hadejia,18011,NIE JIS HJA,Sabon Garu,JI1309,BUA,Sabon Garu,BUA_JI1309_10874,297,72,Jan 2016 IPD,5568.24238098,4735.74262462371,209.17235389,183.757770657539,6,2.02020202020202,0-19%,30,No
Jigawa,JI,NWZ,Roni,18015,NIE JIS RRN,Roni,JI2407,BUA,Kofar Kudu,BUA_JI2407_11748,280,72,Jan 2016 IPD,2006.9106751,1987.99023659388,1874.92400646,1881.90296724811,243,86.7857142857143,80-99%,1333,Yes
Jigawa,JI,NWZ,Roni,18015,NIE JIS RRN,Roni,JI2407,HA,HA_1,HA_JI2407_347865,3,72,Jan 2016 IPD,42.60149382,44.5922437929184,36.2424109729274,37.9360036663597,2,66.6666666666667,60-79%,10,Yes
Jigawa,JI,NWZ,Roni,18015,NIE JIS RRN,Sankau,JI2408,BUA,Kugadawa,BUA_JI2408_11750,80,72,Jan 2016 IPD,41.715603,715.682712882757,41.71560302,685.208384178579,80,100,100%,1112,Yes
Jigawa,JI,NWZ,Roni,18015,NIE JIS RRN,Sankau,JI2408,BUA,Sankau,BUA_JI2408_11751,30,72,Jan 2016 IPD,203.57011157,202.673698976636,203.57011156,168.517171062529,30,100,100%,314,Yes
Jigawa,JI,NWZ,Roni,18015,NIE JIS RRN,Sankau,JI2408,HA,Dokau,HA_JI2408_483925,3,72,Jan 2016 IPD,0.59199788,2.98722670879215,0.59199788,2.98722670879215,3,100,100%,15,Yes
Jigawa,JI,NWZ,Roni,18015,NIE JIS RRN,Sankau,JI2408,HA,Faifaiku B,HA_JI2408_473609,21,72,Jan 2016 IPD,1.49568147,109.063612665301,1.43590452614884,104.704737074966,16,76.1904761904762,60-79%,211,Yes
Jigawa,JI,NWZ,Roni,18015,NIE JIS RRN,Sankau,JI2408,HA,Kalage,HA_JI2408_497879,25,72,Jan 2016 IPD,163.66875167,142.531730495031,127.957452561365,111.432371526117,15,60,60-79%,165,Yes
Jigawa,JI,NWZ,Roni,18015,NIE JIS RRN,Sankau,JI2408,SSA,Faifaiku A,SSA_JI2408_92130,1,72,Jan 2016 IPD,0,53.9509245157242,0,53.9509245157242,1,100,100%,51,Yes
Kano,KN,NWZ,Dala,20024,NIE KNS DAL,Adakawa,KN0701,BUA,Adakawa,BUA_KN0701_44096,81,62,Oct 2015 IPD,2058.65359748,2177.60004186631,24.0698657,25.1808618307114,1,1.23456790123457,0-19%,7,No
Kano,KN,NWZ,Dala,20024,NIE KNS DAL,Bakin Ruwa,KN0702,BUA,Bakin Ruwa,BUA_KN0702_44132,13,62,Oct 2015 IPD,323.99535702,418.307247161865,72.4201317,80.8743652105331,3,23.0769230769231,20-39%,22,No
Kano,KN,NWZ,Dala,20024,NIE KNS DAL,Bakin Ruwa,KN0702,BUA,Bakin Ruwa 1,BUA_KN0702_44140,115,62,Oct 2015 IPD,2881.71924509,3186.07423961163,50.33914755,55.7008852958679,2,1.73913043478261,0-19%,9,No
Kano,KN,NWZ,Dala,20024,NIE KNS DAL,Dala,KN0703,BUA,Dala,BUA_KN0703_44128,123,62,Oct 2015 IPD,3460.44515469,2591.4445965318,101.0351568,84.6425716876983,3,2.4390243902439,0-19%,14,No
Kano,KN,NWZ,Dala,20024,NIE KNS DAL,Kabuwaya,KN0707,BUA,Kabuwaya,BUA_KN0707_13166,83,62,Oct 2015 IPD,2059.65613815,2017.17861805856,80.76221969,83.3812354803085,3,3.6144578313253,0-19%,72,No
Kano,KN,NWZ,Dawakin Tofa,20021,NIE KNS DTF,Danguguwa,KN1001,BUA,Karas,BUA_KN1001_12783,24,62,Oct 2015 IPD,321.67629528,267.037141680717,45.13206226,33.8970881104469,4,16.6666666666667,0-19%,11,No
Kano,KN,NWZ,Fagge,20030,NIE KNS FGE,Fagge A,KN1201,BUA,Fagge A,BUA_KN1201_13187,114,62,Oct 2015 IPD,1396.9491069,1242.44743198145,30.13026356,16.3947269171476,4,3.50877192982456,0-19%,45,No
Kano,KN,NWZ,Fagge,20030,NIE KNS FGE,Fagge B,KN1202,BUA,Fagge B,BUA_KN1202_13202,38,62,Oct 2015 IPD,765.62852757,580.67063242197,127.18976071,93.0421193242073,6,15.7894736842105,0-19%,68,No
Kano,KN,NWZ,Fagge,20030,NIE KNS FGE,Fagge C,KN1203,BUA,Fagge C,BUA_KN1203_13188,61,62,Oct 2015 IPD,651.57125248,540.86131289204,612.67187418,422.31781713292,48,78.6885245901639,60-79%,855,Yes
Kano,KN,NWZ,Fagge,20030,NIE KNS FGE,Fagge D1,KN1204,BUA,Fagge D1,BUA_KN1204_80568,41,62,Oct 2015 IPD,843.31745288,642.950681865216,109.37059836,81.0937396287918,5,12.1951219512195,0-19%,15,No
Kano,KN,NWZ,Fagge,20030,NIE KNS FGE,Kwachiri,KN1206,BUA,Dan Rimi,BUA_KN1206_13194,936,57,July 2015 IPD,16053.06668817,14913.3563604951,624.82775905,543.328993678093,32,3.41880341880342,0-19%,355,No
Kano,KN,NWZ,Fagge,20030,NIE KNS FGE,Kwachiri,KN1206,BUA,Dan Rimi,BUA_KN1206_13194,936,58,Sep 2015 IPD,16053.06668817,14913.3563604951,611.78943408,527.504619240761,31,3.31196581196581,0-19%,364,No
Kano,KN,NWZ,Fagge,20030,NIE KNS FGE,Rijiyar Lemo,KN1207,BUA,Rijiyar Lemo,BUA_KN1207_13195,282,57,July 2015 IPD,6643.98767112,5995.97699449956,6135.44955997,4427.94117105007,259,91.8439716312057,80-99%,5746,Yes
Kano,KN,NWZ,Fagge,20030,NIE KNS FGE,Rijiyar Lemo,KN1207,BUA,Rijiyar Lemo,BUA_KN1207_13195,282,58,Sep 2015 IPD,6643.98767112,5995.97699449956,6108.35887299,4397.05029582977,257,91.1347517730496,80-99%,5098,Yes
Kano,KN,NWZ,Fagge,20030,NIE KNS FGE,Yammata,KN1210,BUA,Yammata,BUA_KN1210_13201,572,57,July 2015 IPD,7594.42415508,7746.24663430081,74.10692149,69.039427280426,4,0.699300699300699,0-19%,29,No
Kano,KN,NWZ,Fagge,20030,NIE KNS FGE,Yammata,KN1210,BUA,Yammata,BUA_KN1210_13201,572,58,Sep 2015 IPD,7594.42415508,7746.24663430081,74.10692149,69.039427280426,4,0.699300699300699,0-19%,35,No
Kano,KN,NWZ,Gwale,20012,NIE KNS GWL,Dandago,KN1801,BUA,Dandago,BUA_KN1801_44133,129,62,Oct 2015 IPD,3264.67713743,3593.04735803605,211.44126156,208.589694023132,8,6.2015503875969,0-19%,48,No
Kano,KN,NWZ,Gwale,20012,NIE KNS GWL,Goron Dutse,KN1805,BUA,Goron Dutse 2,BUA_KN1805_44143,51,62,Oct 2015 IPD,1426.49419192,1492.29756832123,251.62833773,248.590177774429,9,17.6470588235294,0-19%,181,No
Kano,KN,NWZ,Gwale,20012,NIE KNS GWL,Gyaranya,KN1807,BUA,Gyaranya,BUA_KN1807_44142,67,62,Oct 2015 IPD,1642.63122833,1768.16627395153,1445.13198184,1627.0264108181,59,88.0597014925373,80-99%,2598,Yes
Kano,KN,NWZ,Gwale,20012,NIE KNS GWL,Kabuga,KN1808,BUA,Kabuga,BUA_KN1808_13236,491,62,Oct 2015 IPD,10931.05248218,7188.42830674349,3.78112317,3.06484133005142,1,0.203665987780041,0-19%,1,No
Kano,KN,NWZ,Gwale,20012,NIE KNS GWL,Mandawari,KN1809,BUA,Mandawari,BUA_KN1809_44141,86,62,Oct 2015 IPD,2022.44753247,2325.45849335194,478.27854423,523.611345052719,19,22.093023255814,20-39%,355,No
Kano,KN,NWZ,Kano Municipal,20043,NIE KNS KMC,Jakara,KN2104,BUA,Jakara,BUA_KN2104_102933,51,62,Oct 2015 IPD,1391.04205632,1534.02416348457,1391.04205638,1354.58050119877,51,100,100%,1604,Yes
Kano,KN,NWZ,Kano Municipal,20043,NIE KNS KMC,She She,KN2108,BUA,Sheshe,BUA_KN2108_13248,80,62,Oct 2015 IPD,2053.98406768,2213.88711535931,26.34458581,27.6714159250259,1,1.25,0-19%,5,No
Kano,KN,NWZ,Kano Municipal,20043,NIE KNS KMC,Tudun Nufawa,KN2109,BUA,Tudun Nufawa,BUA_KN2109_13266,66,62,Oct 2015 IPD,1818.17835226,2187.08326013107,52.91807946,50.1177215576172,2,3.03030303030303,0-19%,4,No
Kano,KN,NWZ,Kano Municipal,20043,NIE KNS KMC,Zaitawa,KN2112,BUA,Zaitawa,BUA_KN2112_13277,105,62,Oct 2015 IPD,2134.20037614,2274.60185092688,97.59110793,94.4415604472161,4,3.80952380952381,0-19%,28,No
Kano,KN,NWZ,Rimin Gado,20005,NIE KNS RMG,Dugurawa,KN3304,BUA,Dugurawa,BUA_KN3304_12329,29,57,July 2015 IPD,154.79247088,131.056561335921,154.79247086,139.464617162943,29,100,100%,235,Yes
Kano,KN,NWZ,Rimin Gado,20005,NIE KNS RMG,Dugurawa,KN3304,HA,Akwawa,HA_KN3304_498533,5,57,July 2015 IPD,48.54369532,47.3929999128013,48.54369532,47.3929999128013,5,100,100%,48,Yes
Kano,KN,NWZ,Rimin Gado,20005,NIE KNS RMG,Dugurawa,KN3304,HA,Fanisau,HA_KN3304_482113,6,57,July 2015 IPD,49.46836791,47.4569058564521,49.46836791,47.4569058564521,6,100,100%,91,Yes
Kano,KN,NWZ,Rimin Gado,20005,NIE KNS RMG,Dugurawa,KN3304,HA,Kirgawa,HA_KN3304_498532,40,57,July 2015 IPD,339.97342626,321.395246141938,339.97342626,321.395246141938,40,100,100%,552,Yes
Kano,KN,NWZ,Rimin Gado,20005,NIE KNS RMG,Dugurawa,KN3304,HA,Tudun Fulani,HA_KN3304_498531,3,57,July 2015 IPD,7.84505869,7.63456792302896,0,0,1,33.3333333333333,20-39%,15,Yes
Kano,KN,NWZ,Rimin Gado,20005,NIE KNS RMG,Dugurawa,KN3304,BUA,Dugurawa,BUA_KN3304_12329,29,58,Sep 2015 IPD,154.79247088,131.056561335921,150.76087325,135.81851670146,28,96.551724137931,80-99%,145,Yes
Kano,KN,NWZ,Rimin Gado,20005,NIE KNS RMG,Dugurawa,KN3304,HA,Akwawa,HA_KN3304_498533,5,58,Sep 2015 IPD,48.54369532,47.3929999128013,48.54369532,47.3929999128013,5,100,100%,56,Yes
Kano,KN,NWZ,Rimin Gado,20005,NIE KNS RMG,Dugurawa,KN3304,HA,Fanisau,HA_KN3304_482113,6,58,Sep 2015 IPD,49.46836791,47.4569058564521,49.46836791,47.4569058564521,6,100,100%,95,Yes
Kano,KN,NWZ,Rimin Gado,20005,NIE KNS RMG,Dugurawa,KN3304,HA,Kirgawa,HA_KN3304_498532,40,58,Sep 2015 IPD,339.97342626,321.395246141938,318.007209736917,300.629394987312,35,87.5,80-99%,608,Yes
Kano,KN,NWZ,Rimin Gado,20005,NIE KNS RMG,Dugurawa,KN3304,HA,Tudun Fulani,HA_KN3304_498531,3,58,Sep 2015 IPD,7.84505869,7.63456792302896,0,0,1,33.3333333333333,20-39%,19,Yes
Kano,KN,NWZ,Rimin Gado,20005,NIE KNS RMG,Zango,KN3312,HA,Duwatsu,HA_KN3312_487336,7,62,Oct 2015 IPD,27.14391188,25.7650957368824,7.50432690119655,7.12313324273109,3,42.8571428571429,40-59%,18,No
Kano,KN,NWZ,Tofa,20015,NIE KNS TFA,Doka,KN3902,BUA,Kofa Gabas,BUA_KN3902_12186,115,62,Oct 2015 IPD,594.67052157,609.783529120032,541.89975288,561.699768149294,99,86.0869565217391,80-99%,875,Yes
Kano,KN,NWZ,Tofa,20015,NIE KNS TFA,Doka,KN3902,HA,Becce,HA_KN3902_446746,12,62,Oct 2015 IPD,139.0538803,146.10601989078,139.0538803,146.10601989078,12,100,100%,173,Yes
Kano,KN,NWZ,Tofa,20015,NIE KNS TFA,Doka,KN3902,HA,Farin Ruwa,HA_KN3902_498551,32,62,Oct 2015 IPD,492.21731509,519.291803110785,381.179238749595,402.146060551487,26,81.25,80-99%,490,Yes
Kano,KN,NWZ,Tofa,20015,NIE KNS TFA,Doka,KN3902,HA,HA_1,HA_KN3902_498549,3,62,Oct 2015 IPD,79.34062011,77.0824330078304,65.9376374634685,64.0609251027496,2,66.6666666666667,60-79%,33,Yes
Kano,KN,NWZ,Tofa,20015,NIE KNS TFA,Doka,KN3902,HA,HA_2,HA_KN3902_498550,8,62,Oct 2015 IPD,129.82076855,137.3128987479,129.82076855,137.3128987479,8,100,100%,80,Yes
Kano,KN,NWZ,Tofa,20015,NIE KNS TFA,Doka,KN3902,HA,Hayin Kada,HA_KN3902_446743,2,62,Oct 2015 IPD,50.5709367,54.3336352008482,50.5709367,54.3336352008482,2,100,100%,26,Yes
Kano,KN,NWZ,Tofa,20015,NIE KNS TFA,Doka,KN3902,SSA,Katsalle,SSA_KN3902_71702,1,62,Oct 2015 IPD,44.63061468,43.9842455685139,44.63061468,43.9842455685139,1,100,100%,78,Yes
Kano,KN,NWZ,Tofa,20015,NIE KNS TFA,Ginsawa,KN3904,HA,HA_3,HA_KN3904_446750,2,62,Oct 2015 IPD,15.62833335,17.4082840530227,15.62833335,17.4082840530227,2,100,100%,23,Yes
Kano,KN,NWZ,Tofa,20015,NIE KNS TFA,Ginsawa,KN3904,HA,Makaurata,HA_KN3904_482353,21,62,Oct 2015 IPD,195.83909611,216.534488147181,195.83909611,216.534488147181,19,90.4761904761905,80-99%,274,Yes
Kano,KN,NWZ,Tofa,20015,NIE KNS TFA,Ginsawa,KN3904,HA,Unguwar Kwari,HA_KN3904_460417,13,62,Oct 2015 IPD,419.77139835,450.598520101376,415.025937603431,445.504562776012,12,92.3076923076923,80-99%,568,Yes
Kano,KN,NWZ,Tofa,20015,NIE KNS TFA,Ginsawa,KN3904,SSA,Gidan Yawa,SSA_KN3904_98310,1,62,Oct 2015 IPD,34.94683097,37.705044746399,34.94683097,37.705044746399,1,100,100%,33,Yes
Kano,KN,NWZ,Tofa,20015,NIE KNS TFA,Kwami,KN3907,HA,Gudda,HA_KN3907_446761,7,62,Oct 2015 IPD,44.42438098,43.3916974899839,13.136320725493,12.8309554906037,1,14.2857142857143,0-19%,3,Yes
Kano,KN,NWZ,Tofa,20015,NIE KNS TFA,Kwami,KN3907,HA,HA_3,HA_KN3907_364378,5,62,Oct 2015 IPD,35.25782952,34.8527259097318,22.429821648262,22.172108628173,3,60,60-79%,35,Yes
Kano,KN,NWZ,Tofa,20015,NIE KNS TFA,Kwami,KN3907,HA,HA_4,HA_KN3907_400962,5,62,Oct 2015 IPD,17.19032294,17.2651247930771,8.19906001766245,8.23473735106407,3,60,60-79%,16,Yes
Kano,KN,NWZ,Tofa,20015,NIE KNS TFA,Kwami,KN3907,HA,Kwami B,HA_KN3907_484671,24,62,Oct 2015 IPD,170.53368908,168.721156512627,98.8343281774858,97.7838586804466,16,66.6666666666667,60-79%,249,Yes
Kano,KN,NWZ,Tofa,20015,NIE KNS TFA,Kwami,KN3907,HA,Rinji,HA_KN3907_482358,8,62,Oct 2015 IPD,120.2236471,117.399051969805,120.2236471,117.399051969805,8,100,100%,167,Yes
Kano,KN,NWZ,Tofa,20015,NIE KNS TFA,Yalwa Karama,KN3913,HA,Karal Boko,HA_KN3913_364400,5,62,Oct 2015 IPD,33.20793142,33.1571630205944,23.6082549557819,23.5721625746665,3,60,60-79%,17,Yes
Kano,KN,NWZ,Tofa,20015,NIE KNS TFA,Yalwa Karama,KN3913,HA,Saburawa A,HA_KN3913_498555,21,62,Oct 2015 IPD,226.93658814,229.721664865394,226.93658814,229.721664865394,20,95.2380952380952,80-99%,194,Yes
Kano,KN,NWZ,Tofa,20015,NIE KNS TFA,Yalwa Karama,KN3913,HA,Yalwa A,HA_KN3913_497138,12,62,Oct 2015 IPD,230.98223224,232.682034734404,216.03341312117,217.623206980796,10,83.3333333333333,80-99%,216,Yes
Kano,KN,NWZ,Tofa,20015,NIE KNS TFA,Yalwa Karama,KN3913,HA,Yalwa Karama,HA_KN3913_497139,7,62,Oct 2015 IPD,288.81794102,288.072495212647,288.81794102,288.072495212647,7,100,100%,358,Yes
Kano,KN,NWZ,Tofa,20015,NIE KNS TFA,Yalwa Karama,KN3913,SSA,Kanawa,SSA_KN3913_98078,1,62,Oct 2015 IPD,74.16469112,73.6744155883789,74.16469112,73.6744155883789,1,100,100%,62,Yes
Kano,KN,NWZ,Tofa,20015,NIE KNS TFA,Yarimawa,KN3915,BUA,Santar Dankaka,BUA_KN3915_36414,33,62,Oct 2015 IPD,209.62610112,202.022946193814,209.62610107,202.798089265823,33,100,100%,267,Yes
Kano,KN,NWZ,Tofa,20015,NIE KNS TFA,Yarimawa,KN3915,HA,Dan Amar B,HA_KN3915_400965,3,62,Oct 2015 IPD,56.41426411,55.6244189476129,29.3838803846104,28.9724823784485,1,33.3333333333333,20-39%,3,Yes
Kano,KN,NWZ,Tofa,20015,NIE KNS TFA,Yarimawa,KN3915,HA,HA_11,HA_KN3915_415110,9,62,Oct 2015 IPD,70.64135649,70.6369589990682,70.64135649,70.6369589990682,9,100,100%,104,Yes
Kano,KN,NWZ,Tofa,20015,NIE KNS TFA,Yarimawa,KN3915,HA,HA_12,HA_KN3915_415111,6,62,Oct 2015 IPD,118.48351886,114.993088691968,118.48351886,114.993088691968,6,100,100%,121,Yes
Kano,KN,NWZ,Tofa,20015,NIE KNS TFA,Yarimawa,KN3915,HA,HA_13,HA_KN3915_415112,2,62,Oct 2015 IPD,40.78175849,39.7727965997765,40.78175849,39.7727965997765,2,100,100%,71,Yes
Kano,KN,NWZ,Tofa,20015,NIE KNS TFA,Yarimawa,KN3915,HA,HA_4,HA_KN3915_357143,2,62,Oct 2015 IPD,9.40626055,10.4277365617745,7.29673350998054,8.08912472699359,1,50,40-59%,2,Yes
Kano,KN,NWZ,Tofa,20015,NIE KNS TFA,Yarimawa,KN3915,HA,HA_5,HA_KN3915_446795,6,62,Oct 2015 IPD,24.49661156,24.4130942011071,4.78272866255053,4.76642269855141,1,16.6666666666667,0-19%,4,Yes
Kano,KN,NWZ,Tofa,20015,NIE KNS TFA,Yarimawa,KN3915,HA,Kalebawa,HA_KN3915_357150,5,62,Oct 2015 IPD,278.79154987,280.657231254022,278.79154987,280.657231254022,5,100,100%,187,Yes
Kano,KN,NWZ,Tofa,20015,NIE KNS TFA,Yarimawa,KN3915,HA,Kankara,HA_KN3915_357139,2,62,Oct 2015 IPD,91.67949013,89.8744367340114,91.67949013,89.8744367340114,2,100,100%,74,Yes
Kano,KN,NWZ,Tofa,20015,NIE KNS TFA,Yarimawa,KN3915,HA,Yarimawa,HA_KN3915_493184,21,62,Oct 2015 IPD,397.51686234,390.953414260562,397.51686234,390.953414260562,21,100,100%,627,Yes
Kano,KN,NWZ,Tofa,20015,NIE KNS TFA,Yarimawa,KN3915,SSA,Kadage,SSA_KN3915_67522,1,62,Oct 2015 IPD,61.37502959,59.5128326117993,61.37502959,59.5128326117993,1,100,100%,126,Yes
Katsina,KT,NWZ,Bindawa,405,NIE KTS BDW,Tama,40510,SSA,Yalwa,SSA_40510_67573,1,65,Dec 2015 IPD,52.14085374,49.4368912279606,52.14085374,49.4368912279606,1,100,100%,9,No
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Charanchi,40602,BUA,Bononi,BUA_40602_78264,29,65,Dec 2015 IPD,248.19977681,244.885695904494,241.2674101,213.888704687357,28,96.551724137931,80-99%,243,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Charanchi,40602,BUA,Charanchi,BUA_40602_13853,565,65,Dec 2015 IPD,6144.51887545,5557.15814965172,5898.39335881,5274.01078004017,508,89.9115044247788,80-99%,5166,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Charanchi,40602,BUA,Hanaye,BUA_40602_13849,57,65,Dec 2015 IPD,678.60025438,615.847067177296,671.10870159,589.770148396492,56,98.2456140350877,80-99%,866,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Charanchi,40602,BUA,Kereriya,BUA_40602_13851,35,65,Dec 2015 IPD,366.48009294,338.873012632131,248.05287887,218.905161187053,23,65.7142857142857,60-79%,275,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Charanchi,40602,BUA,Safana,BUA_40602_13888,59,65,Dec 2015 IPD,691.36496577,626.031470358372,643.09827298,577.427507817745,54,91.5254237288136,80-99%,701,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Charanchi,40602,HA,Bada,HA_40602_296970,2,65,Dec 2015 IPD,56.39461927,51.3301878320163,56.39461927,51.3301878320163,2,100,100%,13,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Charanchi,40602,HA,Doroyi,HA_40602_461812,9,65,Dec 2015 IPD,96.64719432,86.7325386955854,96.64719432,86.7325386955854,9,100,100%,74,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Charanchi,40602,HA,Dusten Hutawa,HA_40602_498033,23,65,Dec 2015 IPD,272.12834984,248.584801947129,272.12834984,248.58480194713,23,100,100%,382,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Charanchi,40602,HA,HA_1,HA_40602_416654,7,65,Dec 2015 IPD,46.14439302,42.2900100929546,44.9490508224999,41.1945133210087,4,57.1428571428571,40-59%,77,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Charanchi,40602,HA,Hayin Dangigo,HA_40602_461808,3,65,Dec 2015 IPD,41.19269084,36.9218567449134,41.19269084,36.9218567449134,3,100,100%,42,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Charanchi,40602,HA,Hayin Fulani,HA_40602_461811,14,65,Dec 2015 IPD,98.56592896,89.3790572392535,39.3109112749626,35.646924104961,6,42.8571428571429,40-59%,68,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Charanchi,40602,HA,Rugar Sule Kuraye Mazaga,HA_40602_489397,4,65,Dec 2015 IPD,44.96576651,40.7907927640117,34.6643263385535,31.4458189357352,2,50,40-59%,26,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Charanchi,40602,HA,Rugar Yinusa Yalwa,HA_40602_296961,3,65,Dec 2015 IPD,16.13699864,14.9333487323893,16.13699864,14.9333487323893,3,100,100%,15,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Charanchi,40602,HA,Yalwa,HA_40602_416656,5,65,Dec 2015 IPD,16.09283089,15.9412412859092,16.09283089,15.9412412859092,4,80,80-99%,18,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Charanchi,40602,SSA,Mazaga A,SSA_40602_94646,1,65,Dec 2015 IPD,80.03996568,81.3286119103433,80.03996568,81.3286119103433,1,100,100%,94,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Charanchi,40602,SSA,Mazaga B,SSA_40602_94642,1,65,Dec 2015 IPD,69.38210942,61.6991210579872,69.38210942,61.6991210579872,1,100,100%,77,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Charanchi,40602,SSA,Nasarawa B,SSA_40602_99651,1,65,Dec 2015 IPD,101.82245074,101.451748073101,101.82245074,101.451748073101,1,100,100%,88,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Charanchi,40602,SSA,Shema Quaters,SSA_40602_65960,1,65,Dec 2015 IPD,40.66662716,34.1936204880475,40.66662716,34.1936204880475,1,100,100%,10,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Charanchi,40602,SSA,Yan Randa,SSA_40602_94727,1,65,Dec 2015 IPD,78.23706331,69.3878552913665,78.23706331,69.3878552913665,1,100,100%,59,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Doka,40603,BUA,Danbuna,BUA_40603_13856,33,65,Dec 2015 IPD,360.80094811,321.778548762203,360.80094812,307.820015259087,33,100,100%,260,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Doka,40603,BUA,Marke,BUA_40603_78308,26,65,Dec 2015 IPD,222.18394004,189.991892501712,217.11848511,191.935884177685,23,88.4615384615385,80-99%,168,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Doka,40603,HA,Bakin Dutse,HA_40603_296983,2,65,Dec 2015 IPD,14.56281745,13.0245897613058,14.56281745,13.0245897613058,2,100,100%,20,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Doka,40603,HA,Dokar Gamji,HA_40603_461814,38,65,Dec 2015 IPD,286.47566988,255.790911433534,239.010874349925,213.410128050674,28,73.6842105263158,60-79%,251,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Doka,40603,HA,Gidan Mallam Mannir,HA_40603_365128,4,65,Dec 2015 IPD,91.68085576,76.900916108997,91.68085576,76.900916108997,4,100,100%,32,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Doka,40603,HA,HA_1,HA_40603_498034,4,65,Dec 2015 IPD,24.82223803,21.7011881538201,24.82223803,21.7011881538201,4,100,100%,53,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Doka,40603,HA,Kadiro,HA_40603_461815,26,65,Dec 2015 IPD,164.33575823,145.104139998341,157.546170993373,139.109113550502,25,96.1538461538462,80-99%,255,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Doka,40603,HA,Kauye Buji,HA_40603_296985,3,65,Dec 2015 IPD,19.54623208,17.3720331854365,9.5323444045244,8.47202686700157,2,66.6666666666667,60-79%,12,Yes
