statename,statecode,geozone,lganame,lgacode,lgaamapcode,wardname,wardcode,settlementtype,settlementname,settlementobjectid,totalfeatures,campaign_id,campaignlabel,settlement_adjusted_pop,settlement_non_adjusted_pop,Population of visited denominators (adjusted),Population of visited denominators (unadjusted),Visited Denominators,E-Tally Coverage %,E-Tally Coverage % Rounded,E-Tally population,In E-Tally Targetted Ward
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Doka,40603,HA,Kunatau B,HA_40603_497463,32,65,Dec 2015 IPD,315.65227365,285.466143427852,245.954647186279,222.433767951493,25,78.125,60-79%,144,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Doka,40603,HA,Kunayau Haro,HA_40603_497474,17,65,Dec 2015 IPD,127.92447509,109.334569348721,60.98016514086,52.1185651908998,8,47.0588235294118,40-59%,56,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Doka,40603,HA,Rumawa,HA_40603_498035,8,65,Dec 2015 IPD,120.30629647,106.051515373023,120.30629647,106.051515373023,8,100,100%,101,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Doka,40603,HA,Unguwar Mallam Kado,HA_40603_461813,58,65,Dec 2015 IPD,480.35616419,431.551250525738,441.927849360658,397.027310673392,52,89.6551724137931,80-99%,369,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Doka,40603,SSA,Jewa Gari,SSA_40603_94776,1,65,Dec 2015 IPD,79.80992922,75.3043764829636,79.80992922,75.3043764829636,1,100,100%,93,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Doka,40603,SSA,Kofar Doka Gabas,SSA_40603_94644,1,65,Dec 2015 IPD,83.25755594,72.1805744767189,83.25755594,72.1805744767189,1,100,100%,14,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Doka,40603,SSA,Kofar Doka Yamma,SSA_40603_94731,1,65,Dec 2015 IPD,76.41909562,66.188962817192,76.41909562,66.188962817192,1,100,100%,26,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Doka,40603,SSA,Kunayau A,SSA_40603_58209,1,65,Dec 2015 IPD,43.34013472,42.0141424536705,43.34013472,42.0141424536705,1,100,100%,38,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Doka,40603,SSA,Rahama,SSA_40603_58274,1,65,Dec 2015 IPD,50.05056964,46.618184491992,50.05056964,46.618184491992,1,100,100%,62,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Doka,40603,SSA,Unguwar Dila,SSA_40603_66087,1,65,Dec 2015 IPD,34.26141063,28.3857687413692,34.26141063,28.3857687413692,1,100,100%,65,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Doka,40603,SSA,Wajje,SSA_40603_65581,1,65,Dec 2015 IPD,73.58017542,56.8251233398914,73.58017542,56.8251233398914,1,100,100%,81,Yes
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Koda,40605,HA,Dona,HA_40605_498038,10,65,Dec 2015 IPD,44.55974566,41.9778628749627,22.0592733875812,20.7811139778664,4,40,40-59%,35,No
Katsina,KT,NWZ,Charanchi,406,NIE KTS CRC,Safana,40609,BUA,Bajinawa,BUA_40609_106673,82,65,Dec 2015 IPD,1135.60121802,877.786410674453,41.81083165,32.6470700502396,3,3.65853658536585,0-19%,24,No
Katsina,KT,NWZ,Kafur,417,NIE KTS KFR,Gamzago,41703,HA,HA_4,HA_41703_498071,4,65,Dec 2015 IPD,9.85358816,10.1251019475458,8.37392862107129,8.60467066545414,1,25,20-39%,15,No
Katsina,KT,NWZ,Kafur,417,NIE KTS KFR,Gamzago,41703,HA,HA_4,HA_41703_498071,4,72,Jan 2016 IPD,9.85358816,10.1251019475458,8.37392862107129,8.60467066545414,1,25,20-39%,8,No
Katsina,KT,NWZ,Kankia,420,NIE KTS KNK,Fakuwa Kafin Dangi,42001,HA,Bela,HA_42001_448505,3,65,Dec 2015 IPD,119.43495055,93.5965729146901,115.699957731462,90.6696028270711,1,33.3333333333333,20-39%,18,No
Katsina,KT,NWZ,Kankia,420,NIE KTS KNK,Gachi,42002,BUA,Haraba,BUA_42002_14592,152,65,Dec 2015 IPD,1188.60968769,1255.43233697116,1103.76466396,1169.74176816642,130,85.5263157894737,80-99%,1079,Yes
Katsina,KT,NWZ,Kankia,420,NIE KTS KNK,Gachi,42002,HA,Bakal,HA_42002_302285,7,65,Dec 2015 IPD,33.28393008,37.8471083927052,33.28393008,37.8471083927052,7,100,100%,42,Yes
Katsina,KT,NWZ,Kankia,420,NIE KTS KNK,Gachi,42002,HA,Dungel Malankwashi,HA_42002_302269,2,65,Dec 2015 IPD,6.26691806,7.27970937376449,6.26691806,7.27970937376449,2,100,100%,10,Yes
Katsina,KT,NWZ,Kankia,420,NIE KTS KNK,Gachi,42002,HA,Gachi,HA_42002_302267,5,65,Dec 2015 IPD,9.796422,11.7247744406632,5.44949013535394,6.52218153256811,3,60,60-79%,7,Yes
Katsina,KT,NWZ,Kankia,420,NIE KTS KNK,Gachi,42002,HA,Gandu,HA_42002_365461,4,65,Dec 2015 IPD,22.87979452,25.7966552483195,22.87979452,25.7966552483195,4,100,100%,40,Yes
Katsina,KT,NWZ,Kankia,420,NIE KTS KNK,Gachi,42002,HA,Gobirawa,HA_42002_493555,7,65,Dec 2015 IPD,70.4742219,72.827932476037,69.1003566692465,71.4081826503707,5,71.4285714285714,60-79%,74,Yes
Katsina,KT,NWZ,Kankia,420,NIE KTS KNK,Gachi,42002,HA,Harabar ES,HA_42002_498081,2,65,Dec 2015 IPD,29.86890282,23.1169102441054,29.86890282,23.1169102441054,2,100,100%,15,Yes
Katsina,KT,NWZ,Kankia,420,NIE KTS KNK,Gachi,42002,HA,Kauyen Tofa,HA_42002_365460,27,65,Dec 2015 IPD,164.84367857,180.884768468255,148.118610292993,162.532168422282,20,74.0740740740741,60-79%,158,Yes
Katsina,KT,NWZ,Kankia,420,NIE KTS KNK,Gachi,42002,HA,Keba,HA_42002_493556,86,65,Dec 2015 IPD,725.29689953,771.675426901533,653.204410269945,694.973041351287,68,79.0697674418605,60-79%,739,Yes
Katsina,KT,NWZ,Kankia,420,NIE KTS KNK,Gachi,42002,HA,Kwajala,HA_42002_417376,8,65,Dec 2015 IPD,51.5707761,51.3487500136179,51.5707761,51.3487500136179,8,100,100%,117,Yes
Katsina,KT,NWZ,Kankia,420,NIE KTS KNK,Gachi,42002,HA,Mashasha,HA_42002_417374,2,65,Dec 2015 IPD,57.60101309,61.5506265114818,57.60101309,61.5506265114818,2,100,100%,122,Yes
Katsina,KT,NWZ,Kankia,420,NIE KTS KNK,Gachi,42002,HA,Mashiyaya,HA_42002_365458,5,65,Dec 2015 IPD,32.45179905,35.8984759895659,32.45179905,35.8984759895659,5,100,100%,44,Yes
Katsina,KT,NWZ,Kankia,420,NIE KTS KNK,Gachi,42002,HA,Rumawa,HA_42002_462434,29,65,Dec 2015 IPD,92.67745728,102.971644343713,85.3208643601812,94.7979148095456,24,82.7586206896552,80-99%,103,Yes
Katsina,KT,NWZ,Kankia,420,NIE KTS KNK,Gachi,42002,HA,Teba,HA_42002_417379,2,65,Dec 2015 IPD,23.5291066,25.2822706217285,23.5291066,25.2822706217284,2,100,100%,23,Yes
Katsina,KT,NWZ,Kankia,420,NIE KTS KNK,Gachi,42002,HA,Teba,HA_42002_462430,55,65,Dec 2015 IPD,440.4802917,480.134136907442,1.5257661963779,1.66312193672309,1,1.81818181818182,0-19%,1,Yes
Katsina,KT,NWZ,Kankia,420,NIE KTS KNK,Gachi,42002,SSA,Dandoro,SSA_42002_91491,1,65,Dec 2015 IPD,66.83082092,79.5542720556259,66.83082092,79.5542720556259,1,100,100%,76,Yes
Katsina,KT,NWZ,Kankia,420,NIE KTS KNK,Gachi,42002,SSA,Dorayel,SSA_42002_66065,1,65,Dec 2015 IPD,34.87250205,34.3015372306108,34.87250205,34.3015372306108,1,100,100%,59,Yes
Katsina,KT,NWZ,Kankia,420,NIE KTS KNK,Gachi,42002,SSA,Tsololo,SSA_42002_58247,1,65,Dec 2015 IPD,40.38315958,47.6843693703413,40.38315958,47.6843693703413,1,100,100%,59,Yes
Katsina,KT,NWZ,Kankia,420,NIE KTS KNK,Gachi,42002,SSA,Yanlaya,SSA_42002_97324,1,65,Dec 2015 IPD,42.82595852,35.7365866899491,42.82595852,35.7365866899491,1,100,100%,56,Yes
Katsina,KT,NWZ,Kankia,420,NIE KTS KNK,Galadima A,42003,BUA,Bakin Kasuwa,BUA_42003_14598,109,65,Dec 2015 IPD,1256.21465852,1036.4866373539,1237.44320694,993.678607314825,107,98.1651376146789,80-99%,1756,Yes
Katsina,KT,NWZ,Kankia,420,NIE KTS KNK,Galadima A,42003,BUA,Kauyen Dawa,BUA_42003_14596,37,65,Dec 2015 IPD,376.41286741,302.208076626063,376.41286741,311.401344724,37,100,100%,262,Yes
Katsina,KT,NWZ,Kankia,420,NIE KTS KNK,Galadima A,42003,BUA,Sabon Birnin,BUA_42003_14599,116,65,Dec 2015 IPD,1304.66469977,1036.23445837758,1205.98897692,968.706750154495,103,88.7931034482759,80-99%,1016,Yes
Katsina,KT,NWZ,Kankia,420,NIE KTS KNK,Galadima A,42003,SSA,GGSS Quaters,SSA_42003_99348,1,65,Dec 2015 IPD,8.31722536,6.79721063002945,8.31722536,6.79721063002945,1,100,100%,11,Yes
Katsina,KT,NWZ,Kankia,420,NIE KTS KNK,Galadima A,42003,SSA,Layi,SSA_42003_58266,1,65,Dec 2015 IPD,34.62160557,25.0924304723739,34.62160557,25.0924304723739,1,100,100%,29,Yes
Katsina,KT,NWZ,Kankia,420,NIE KTS KNK,Galadima B,42004,HA,Kandarawa,HA_42004_417386,6,65,Dec 2015 IPD,46.54771814,39.4788110491936,15.3245945845399,12.9973454808014,2,33.3333333333333,20-39%,10,No
Katsina,KT,NWZ,Kankia,420,NIE KTS KNK,Tafashiya Nasarawa,42009,HA,GDSS Quarters,HA_42009_417430,4,65,Dec 2015 IPD,73.0907928,66.8183269566507,25.4006089073007,23.2207932880164,2,50,40-59%,12,No
Katsina,KT,NWZ,Katsina,421,NIE KTS KTN,Arewa 1,42101,BUA,Unguwar Madawaki,BUA_42101_14631,229,65,Dec 2015 IPD,3239.17442934,3425.04201348127,2586.65193209,2816.72576543689,175,76.4192139737991,60-79%,2142,Yes
Katsina,KT,NWZ,Katsina,421,NIE KTS KTN,Arewa 2,42102,BUA,Tudun Yan Lihida,BUA_42102_14632,528,65,Dec 2015 IPD,7878.02220335,7517.52889557927,16.32022901,15.2917350530624,1,0.189393939393939,0-19%,2,No
Katsina,KT,NWZ,Katsina,421,NIE KTS KTN,Gabas 3,42105,BUA,Kofar Soro,BUA_42105_14637,298,65,Dec 2015 IPD,2870.56722111,2559.11582346523,9.30328429,8.43175899982452,1,0.335570469798658,0-19%,42,No
Katsina,KT,NWZ,Katsina,421,NIE KTS KTN,Kudu 1,42106,BUA,Darma,BUA_42106_14638,473,65,Dec 2015 IPD,6587.84318303,6982.56006206572,63.73683534,66.25438195467,4,0.845665961945032,0-19%,7,No
Katsina,KT,NWZ,Katsina,421,NIE KTS KTN,Yamma 1,42111,BUA,Kofar Guga,BUA_42111_14649,466,65,Dec 2015 IPD,5795.34329609,5523.60313395877,4507.63076591,4178.42270930205,310,66.5236051502146,60-79%,4562,Yes
Katsina,KT,NWZ,Katsina,421,NIE KTS KTN,Yamma 1,42111,BUA,Sabon Gida,BUA_42111_14650,362,65,Dec 2015 IPD,2606.66756926,2417.70088531048,1976.19230011,1823.1356556681,182,50.2762430939227,40-59%,866,Yes
Katsina,KT,NWZ,Katsina,421,NIE KTS KTN,Yamma 2,42112,BUA,Katsina A,BUA_42112_14651,202,65,Dec 2015 IPD,2937.16411086,2766.77044957876,83.13190494,76.8479820489883,5,2.47524752475248,0-19%,54,No
Katsina,KT,NWZ,Kusada,423,NIE KTS KSD,Boko,42302,HA,Chiligi,HA_42302_417541,6,65,Dec 2015 IPD,14.96800156,16.1256768492549,4.32208843775235,4.65637320932343,3,50,40-59%,7,No
Katsina,KT,NWZ,Kusada,423,NIE KTS KSD,Duddunni,42303,HA,Kwajalai,HA_42303_417545,10,65,Dec 2015 IPD,53.47351185,39.5345986501344,43.1748116531296,31.9204554077109,6,60,60-79%,20,No
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,BUA,Makauraci,BUA_42506_14804,112,65,Dec 2015 IPD,1156.8006602,1070.72754494846,1096.66364739,1012.28915177286,106,94.6428571428571,80-99%,1867,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,HA,Dogarawa,HA_42506_417687,147,65,Dec 2015 IPD,789.04964674,755.44512605724,650.493530313614,622.78992080851,100,68.0272108843537,60-79%,1352,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,HA,Fulani,HA_42506_304022,2,65,Dec 2015 IPD,5.40702407,5.72707996427198,5.40702407,5.72707996427198,2,100,100%,70,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,HA,HA_1,HA_42506_417686,3,65,Dec 2015 IPD,21.92004747,20.4955794613634,21.92004747,20.4955794613634,3,100,100%,42,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,HA,HA_10,HA_42506_304013,12,65,Dec 2015 IPD,47.3382152,45.8239435037511,38.976346982263,37.7295577062191,10,83.3333333333333,80-99%,78,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,HA,HA_2,HA_42506_303996,4,65,Dec 2015 IPD,43.17905525,41.2678217173089,24.2631501240747,23.1891908663429,3,75,60-79%,32,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,HA,HA_4,HA_42506_498105,2,65,Dec 2015 IPD,6.47047711,6.31017340012477,6.47047711,6.31017340012477,2,100,100%,24,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,HA,HA_5,HA_42506_304005,3,65,Dec 2015 IPD,18.65102634,17.6698125448311,18.65102634,17.6698125448311,3,100,100%,23,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,HA,HA_6,HA_42506_304007,2,65,Dec 2015 IPD,5.62438416,5.49449530488346,5.62438416,5.49449530488346,2,100,100%,33,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,HA,HA_7,HA_42506_304008,2,65,Dec 2015 IPD,4.911018,4.62219788014772,4.911018,4.62219788014772,2,100,100%,11,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,HA,HA_8,HA_42506_498106,8,65,Dec 2015 IPD,42.61155272,41.1090820435056,26.7542415464245,25.8108949460439,4,50,40-59%,52,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,HA,HA_9,HA_42506_498107,8,65,Dec 2015 IPD,23.24794715,22.9105370799916,19.0615423647455,18.7848918586918,6,75,60-79%,263,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,HA,Jakwallawa,HA_42506_462618,8,65,Dec 2015 IPD,395.49412182,369.563396634497,391.064342010399,365.424057052797,7,87.5,80-99%,579,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,HA,Salihawa,HA_42506_304011,6,65,Dec 2015 IPD,43.52859298,41.9051066324756,37.7645024985069,36.3559994886451,5,83.3333333333333,80-99%,229,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,HA,Tudun Kudi Arewa,HA_42506_365608,9,65,Dec 2015 IPD,203.23949975,190.157481825838,200.483231732279,187.578627881936,8,88.8888888888889,80-99%,210,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,HA,Unguwar Mahauta,HA_42506_462616,12,65,Dec 2015 IPD,179.44700217,168.005516968629,179.44700217,168.005516968629,12,100,100%,263,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,HA,Yandamo,HA_42506_462619,9,65,Dec 2015 IPD,91.78305143,86.6369069725187,91.78305143,86.6369069725187,8,88.8888888888889,80-99%,196,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,HA,Yanyan Goje,HA_42506_372924,16,65,Dec 2015 IPD,86.17437538,82.7076623282973,86.17437538,82.7076623282973,15,93.75,80-99%,175,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,SSA,Ahi,SSA_42506_65646,1,65,Dec 2015 IPD,48.40942687,41.1091789603233,48.40942687,41.1091789603233,1,100,100%,175,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,SSA,Jaga,SSA_42506_60011,1,65,Dec 2015 IPD,46.84324552,43.7640620023012,46.84324552,43.7640620023012,1,100,100%,62,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,SSA,Tudun Kudi,SSA_42506_94759,1,65,Dec 2015 IPD,47.41131378,44.1336159408093,47.41131378,44.1336159408093,1,100,100%,52,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,SSA,Unguwar Dinya,SSA_42506_63803,1,65,Dec 2015 IPD,59.83482151,62.3366057574749,59.83482151,62.3366057574749,1,100,100%,79,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,BUA,Makauraci,BUA_42506_14804,112,72,Jan 2016 IPD,1156.8006602,1070.72754494846,1098.05231846,1013.53305102885,105,93.75,80-99%,1859,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,HA,Dogarawa,HA_42506_417687,147,72,Jan 2016 IPD,789.04964674,755.44512605724,679.888685887708,650.933177826482,108,73.469387755102,60-79%,1262,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,HA,Fulani,HA_42506_304022,2,72,Jan 2016 IPD,5.40702407,5.72707996427198,5.40702407,5.72707996427198,2,100,100%,47,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,HA,HA_1,HA_42506_417686,3,72,Jan 2016 IPD,21.92004747,20.4955794613634,21.92004747,20.4955794613634,3,100,100%,44,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,HA,HA_10,HA_42506_304013,12,72,Jan 2016 IPD,47.3382152,45.8239435037511,45.5199995700775,44.0638896032988,11,91.6666666666667,80-99%,81,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,HA,HA_2,HA_42506_303996,4,72,Jan 2016 IPD,43.17905525,41.2678217173089,24.2631501240747,23.1891908663429,3,75,60-79%,29,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,HA,HA_3,HA_42506_462617,2,72,Jan 2016 IPD,2.84743268,2.95928402166464,2.84743268,2.95928402166464,2,100,100%,1,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,HA,HA_4,HA_42506_498105,2,72,Jan 2016 IPD,6.47047711,6.31017340012477,6.47047711,6.31017340012477,2,100,100%,43,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,HA,HA_5,HA_42506_304005,3,72,Jan 2016 IPD,18.65102634,17.6698125448311,18.65102634,17.6698125448311,3,100,100%,42,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,HA,HA_6,HA_42506_304007,2,72,Jan 2016 IPD,5.62438416,5.49449530488346,5.62438416,5.49449530488346,2,100,100%,76,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,HA,HA_7,HA_42506_304008,2,72,Jan 2016 IPD,4.911018,4.62219788014772,4.911018,4.62219788014772,2,100,100%,13,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,HA,HA_8,HA_42506_498106,8,72,Jan 2016 IPD,42.61155272,41.1090820435056,28.5277694469412,27.5218887802246,5,62.5,60-79%,62,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,HA,HA_9,HA_42506_498107,8,72,Jan 2016 IPD,23.24794715,22.9105370799916,23.1559763256458,22.8199010781095,7,87.5,80-99%,102,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,HA,Jakwallawa,HA_42506_462618,8,72,Jan 2016 IPD,395.49412182,369.563396634497,395.49412182,369.563396634497,8,100,100%,551,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,HA,Salihawa,HA_42506_304011,6,72,Jan 2016 IPD,43.52859298,41.9051066324756,43.52859298,41.9051066324756,6,100,100%,107,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,HA,Tudun Kudi Arewa,HA_42506_365608,9,72,Jan 2016 IPD,203.23949975,190.157481825838,197.814115770222,185.081316234002,7,77.7777777777778,60-79%,165,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,HA,Unguwar Mahauta,HA_42506_462616,12,72,Jan 2016 IPD,179.44700217,168.005516968629,140.648731270827,131.681011788379,9,75,60-79%,306,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,HA,Yandamo,HA_42506_462619,9,72,Jan 2016 IPD,91.78305143,86.6369069725187,91.78305143,86.6369069725187,8,88.8888888888889,80-99%,210,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,HA,Yanyan Goje,HA_42506_372924,16,72,Jan 2016 IPD,86.17437538,82.7076623282973,86.17437538,82.7076623282973,15,93.75,80-99%,179,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,SSA,Ahi,SSA_42506_65646,1,72,Jan 2016 IPD,48.40942687,41.1091789603233,48.40942687,41.1091789603233,1,100,100%,120,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,SSA,Jaga,SSA_42506_60011,1,72,Jan 2016 IPD,46.84324552,43.7640620023012,46.84324552,43.7640620023012,1,100,100%,117,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,SSA,Tudun Kudi,SSA_42506_94759,1,72,Jan 2016 IPD,47.41131378,44.1336159408093,47.41131378,44.1336159408093,1,100,100%,62,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Makaurachi,42506,SSA,Unguwar Dinya,SSA_42506_63803,1,72,Jan 2016 IPD,59.83482151,62.3366057574749,59.83482151,62.3366057574749,1,100,100%,72,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Malumfashi A,42507,BUA,Malumfashi A,BUA_42507_14809,865,65,Dec 2015 IPD,15792.2582507,14655.1061242539,29.11084406,26.7224268615246,3,0.346820809248555,0-19%,44,No
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Malumfashi A,42507,BUA,Malumfashi A,BUA_42507_14809,865,72,Jan 2016 IPD,15792.2582507,14655.1061242539,10.6553994,9.80182808637618,1,0.115606936416185,0-19%,15,No
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Malumfashi B,42508,BUA,Malumfashi B,BUA_42508_14813,975,65,Dec 2015 IPD,11940.28338776,11494.0993601549,10823.17792181,10414.0341750085,827,84.8205128205128,80-99%,5836,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Malumfashi B,42508,BUA,Tura,BUA_42508_14811,54,65,Dec 2015 IPD,453.43571766,445.601246133447,414.35796626,406.870627060533,49,90.7407407407407,80-99%,287,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Malumfashi B,42508,HA,Gidan Dada,HA_42508_417691,3,65,Dec 2015 IPD,55.12601921,54.1202254056698,55.12601921,54.1202254056698,3,100,100%,86,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Malumfashi B,42508,HA,HA_1,HA_42508_498108,2,65,Dec 2015 IPD,19.64007867,21.1199159627868,19.64007867,21.1199159627868,2,100,100%,26,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Malumfashi B,42508,HA,HA_2,HA_42508_462621,5,65,Dec 2015 IPD,23.57110229,23.6080619717759,23.57110229,23.6080619717759,4,80,80-99%,61,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Malumfashi B,42508,HA,HA_3,HA_42508_498109,4,65,Dec 2015 IPD,11.77803939,11.9189828597082,11.77803939,11.9189828597082,4,100,100%,32,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Malumfashi B,42508,HA,HA_4,HA_42508_498110,2,65,Dec 2015 IPD,3.70712424,3.77453978531412,3.70712424,3.77453978531412,2,100,100%,23,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Malumfashi B,42508,SSA,Dankuro,SSA_42508_59358,1,65,Dec 2015 IPD,47.34931198,41.6086505353451,47.34931198,41.6086505353451,1,100,100%,67,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Malumfashi B,42508,SSA,Dudi General Hospital,SSA_42508_95438,1,65,Dec 2015 IPD,45.1253628,43.9274104237557,45.1253628,43.9274104237557,1,100,100%,46,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Malumfashi B,42508,SSA,Gidan Shawai,SSA_42508_59357,1,65,Dec 2015 IPD,33.41064616,35.8163304030895,33.41064616,35.8163304030895,1,100,100%,92,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Malumfashi B,42508,SSA,Tashar Dukumi,SSA_42508_92024,1,65,Dec 2015 IPD,63.47670985,48.5381695926189,63.47670985,48.5381695926189,1,100,100%,58,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Malumfashi B,42508,SSA,Unguwa Shuni,SSA_42508_63893,1,65,Dec 2015 IPD,39.49295601,38.6070677787066,39.49295601,38.6070677787066,1,100,100%,89,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Malumfashi B,42508,SSA,Unguwar Dutse,SSA_42508_94726,1,65,Dec 2015 IPD,74.34626338,81.8931899666786,74.34626338,81.8931899666786,1,100,100%,116,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Malumfashi B,42508,SSA,Unguwar Musa Bera,SSA_42508_85858,1,65,Dec 2015 IPD,39.29533496,42.1786861419677,39.29533496,42.1786861419677,1,100,100%,86,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Malumfashi B,42508,SSA,Unguwar Rimi,SSA_42508_65661,1,65,Dec 2015 IPD,47.85049743,50.3952425122261,47.85049743,50.3952425122261,1,100,100%,115,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Malumfashi B,42508,BUA,Malumfashi B,BUA_42508_14813,975,72,Jan 2016 IPD,11940.28338776,11494.0993601549,10888.97581443,10479.4088369161,854,87.5897435897436,80-99%,5417,Yes
Katsina,KT,NWZ,Malumfashi,425,NIE KTS MLF,Malumfashi B,42508,BUA,Tura,BUA_42508_14811,54,72,Jan 2016 IPD,453.43571766,445.601246133447,418.99806366,411.423908218741,50,92.5925925925926,80-99%,342,Yes
